年份,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015
生育率,6.11,5.48,6.15,6.3,4.85,3.01,2.52,2.73,1.83,1.62,1.61,1.62,1.64,1.69
